member_id,week_id,channel,impressions,clicks
1135,5,email,9,0
1136,5,social,6,0
1140,5,app,8,1
1145,5,app,11,1
1146,5,email,1,0
1149,5,app,1,0
1153,5,app,5,0
1157,5,app,7,0
1161,5,app,10,0
1162,5,app,2,0
1163,5,app,6,1
1167,5,app,5,0
1171,5,app,1,0
1173,5,app,1,0
1180,5,email,10,1
1181,5,email,8,1
1182,5,email,3,0
1188,5,social,11,1
1197,5,email,9,0
1201,5,social,5,1
1204,5,app,11,1
1217,5,email,10,0
1223,5,sms,2,0
1229,5,sms,8,1
1232,5,app,3,0
1238,5,social,3,1
1242,5,app,7,2
1244,5,social,8,0
1249,5,social,6,0
1261,5,social,7,1
1262,5,email,7,0
1274,5,sms,3,0
1288,5,social,4,0
1289,5,sms,5,1
1292,5,social,6,2
1302,5,app,5,1
1303,5,email,3,1
1307,5,app,11,1
1308,5,app,5,0
1315,5,app,5,1
1317,5,app,5,0
1320,5,app,8,0
1327,5,app,2,0
1334,5,app,3,1
1346,5,app,5,0
1359,5,app,11,3
1361,5,app,8,0
1363,5,email,10,2
1375,5,app,8,1
1382,5,app,8,0
1386,5,app,3,0
1390,5,app,8,1
1395,5,email,5,0
1398,5,email,1,0
1408,5,app,1,0
1411,5,sms,10,0
1430,5,app,3,0
1434,5,email,11,0
1440,5,email,6,0
1443,5,app,2,0
1449,5,email,5,0
1460,5,sms,6,1
1474,5,app,4,0
1475,5,app,1,0
1483,5,email,7,1
1484,5,app,10,1
1488,5,app,1,0
1496,5,app,7,2
1498,5,app,7,0
1501,5,social,10,2
1504,5,app,2,0
1505,5,email,2,1
1508,5,app,10,1
1510,5,email,7,1
1513,5,social,2,0
1517,5,email,4,0
1522,5,sms,9,1
1527,5,app,1,0
1532,5,app,2,0
1536,5,email,2,0
1537,5,app,3,0
1538,5,app,4,1
1542,5,app,2,0
1554,5,app,8,0
1557,5,sms,4,0
1558,5,sms,2,0
1561,5,email,5,2
1570,5,social,11,1
1571,5,email,5,1
1572,5,app,5,1
1582,5,app,6,0
1587,5,app,11,1
1592,5,app,1,0
1593,5,app,10,1
1609,5,app,1,0
1611,5,app,7,0
1612,5,app,2,1
1618,5,app,2,0
1619,5,sms,2,0
1626,5,social,4,0
1627,5,app,10,0
1631,5,email,5,0
1638,5,email,11,0
1640,5,app,7,0
1642,5,social,5,1
1647,5,app,10,0
1648,5,app,3,0
1653,5,app,2,0
1654,5,email,9,0
1655,5,app,11,0
1656,5,app,1,0
1660,5,app,7,1
1668,5,app,2,0
1678,5,app,2,0
1684,5,app,8,0
1685,5,app,8,0
1686,5,app,5,0
1688,5,app,1,0
1691,5,app,4,0
1695,5,app,2,0
1708,5,app,7,0
1714,5,app,11,4
1716,5,app,6,0
1722,5,app,2,0
1727,5,sms,2,0
1740,5,app,2,1
1743,5,app,10,0
1752,5,app,2,0
1754,5,email,4,0
1757,5,social,10,1
1761,5,app,7,0
1769,5,app,8,0
1770,5,social,8,0
1774,5,app,4,0
1781,5,app,9,1
1783,5,app,9,0
1791,5,social,3,0
1802,5,app,4,1
1812,5,email,3,0
1814,5,app,4,0
1822,5,email,2,0
1826,5,app,10,0
1827,5,email,3,0
1828,5,email,10,1
1834,5,app,8,0
1841,5,sms,1,0
1842,5,social,6,0
1844,5,app,6,0
1845,5,app,2,1
1850,5,app,11,0
1854,5,app,5,0
1867,5,app,5,0
1882,5,app,2,0
1884,5,sms,2,0
1886,5,sms,5,0
1900,5,app,11,0
1902,5,social,7,0
1911,5,app,8,2
1919,5,app,11,0
1920,5,social,1,0
1924,5,app,9,0
1926,5,email,9,1
1929,5,email,5,1
1930,5,email,10,0
1933,5,app,8,1
1945,5,app,10,0
1946,5,app,5,0
1959,5,email,2,0
1965,5,app,1,0
1966,5,app,3,0
1977,5,app,4,0
1982,5,social,6,1
1998,5,email,11,0
1999,5,social,6,1
2008,5,email,10,0
2009,5,email,3,0
2019,5,app,6,0
2020,5,app,9,0
2021,5,social,11,0
2022,5,app,6,0
2031,5,app,4,0
2033,5,email,1,0
2035,5,sms,11,0
2048,5,social,8,1
2049,5,email,2,1
2068,5,sms,6,0
2070,5,app,11,0
2074,5,email,10,0
2077,5,email,11,2
2080,5,app,5,1
2083,5,social,3,0
2086,5,app,8,0
2099,5,email,2,0
2107,5,email,8,1
2109,5,sms,8,0
2110,5,email,6,0
2113,5,email,4,1
2114,5,app,3,0
2117,5,app,9,1
2119,5,sms,3,0
2122,5,app,2,0
2123,5,app,2,0
2127,5,app,5,0
2128,5,app,2,0
2131,5,app,8,0
2134,5,email,10,0
2135,5,social,5,0
2138,5,app,7,0
2141,5,social,1,0
2145,5,app,10,0
2146,5,email,1,0
2148,5,app,1,0
2157,5,app,4,0
2171,5,email,3,0
2174,5,app,10,0
2175,5,app,8,1
2180,5,sms,3,0
2181,5,app,6,1
2188,5,app,11,1
2189,5,social,2,0
2192,5,app,7,1
2202,5,app,3,0
2209,5,email,11,2
2222,5,app,10,1
2229,5,email,6,0
2231,5,app,5,0
2237,5,app,7,0
2243,5,email,7,0
2251,5,app,8,1
2256,5,app,3,0
2262,5,email,3,1
2265,5,email,11,1
2266,5,app,1,0
2284,5,app,6,0
2286,5,sms,2,0
2295,5,app,7,0
2297,5,sms,4,1
2301,5,social,8,0
2308,5,app,6,2
2309,5,app,5,0
2311,5,app,4,0
2312,5,app,4,1
2314,5,app,3,1
2330,5,sms,10,0
2336,5,app,2,0
2341,5,email,8,0
2343,5,app,6,0
2347,5,app,1,0
2350,5,email,2,0
2351,5,app,1,0
2360,5,social,5,0
2363,5,app,5,0
2367,5,app,7,0
2368,5,app,5,0
2375,5,email,9,2
2382,5,app,11,0
2388,5,app,11,1
2395,5,app,4,0
2403,5,email,6,0
2404,5,app,3,0
2409,5,app,3,0
2428,5,app,6,1
2430,5,app,9,1
2438,5,email,11,0
2441,5,app,3,1
2442,5,social,3,0
2444,5,app,9,1
2447,5,social,11,1
2450,5,email,5,0
2474,5,app,9,0
2479,5,app,8,0
2483,5,app,4,0
2487,5,app,10,1
2489,5,app,11,0
2492,5,app,6,0
2499,5,email,7,0
2505,5,app,2,0
2508,5,app,8,0
2515,5,app,8,2
2517,5,app,7,0
2519,5,app,2,0
2521,5,app,11,0
2523,5,email,7,0
2524,5,app,3,0
2528,5,app,7,1
2533,5,app,10,1
2536,5,app,6,1
2562,5,email,7,0
2563,5,app,9,0
2570,5,sms,3,0
2581,5,email,10,0
2582,5,app,4,0
2597,5,social,10,1
2598,5,social,4,0
2601,5,app,7,0
2613,5,app,11,1
2616,5,email,7,2
2624,5,email,7,0
2633,5,app,7,0
2637,5,app,9,0
2642,5,app,5,0
2643,5,app,1,0
2644,5,sms,8,1
2649,5,app,4,0
2658,5,sms,8,0
2659,5,email,5,0
2662,5,sms,3,0
2663,5,app,1,0
2668,5,email,9,0
2669,5,sms,8,0
2686,5,sms,2,0
2689,5,app,10,1
2695,5,app,8,0
2696,5,app,8,0
2701,5,app,1,0
2702,5,sms,3,0
2713,5,app,4,0
2715,5,email,4,0
2716,5,sms,1,0
2721,5,email,1,0
2733,5,app,4,0
2734,5,email,7,1
2737,5,sms,4,0
2748,5,app,4,0
2749,5,app,10,1
2767,5,app,1,0
2769,5,email,6,0
2781,5,app,7,0
2782,5,app,7,0
2783,5,social,3,0
2785,5,app,1,0
2787,5,social,3,1
2791,5,app,1,0
2796,5,email,5,0
2802,5,sms,7,0
2806,5,app,5,1
2816,5,app,5,0
2818,5,app,10,0
2819,5,email,9,0
2824,5,sms,8,0
2830,5,email,10,0
2832,5,social,5,0
2835,5,app,11,0
2844,5,email,4,0
2845,5,app,4,0
2847,5,app,5,0
2848,5,app,6,0
2851,5,app,5,0
2852,5,app,1,0
2855,5,app,7,1
2864,5,app,1,1
2867,5,sms,10,2
2870,5,app,4,0
2876,5,sms,11,1
2878,5,app,1,0
2879,5,app,11,1
2886,5,email,2,0
2890,5,email,1,0
2900,5,social,6,1
2902,5,email,5,0
2904,5,app,3,2
2910,5,app,5,0
2918,5,app,5,0
2919,5,sms,11,1
2929,5,app,6,1
2931,5,email,1,0
2934,5,app,10,1
2942,5,app,2,0
2944,5,email,5,0
2951,5,app,3,0
2958,5,email,1,0
2960,5,app,8,0
2989,5,app,6,1
2994,5,app,2,0
2999,5,email,11,0
3009,5,email,3,0
3010,5,app,5,1
3011,5,email,7,0
3012,5,email,8,0
3015,5,social,4,1
3017,5,app,6,1
3018,5,email,9,1
3020,5,app,5,0
3022,5,app,7,0
3023,5,sms,8,1
3027,5,app,1,0
3030,5,app,2,0
3033,5,app,5,0
3036,5,app,3,0
3039,5,app,5,1
3042,5,social,1,0
3045,5,app,6,0
3050,5,app,4,1
3054,5,app,8,1
3058,5,email,2,0
3059,5,social,11,0
3069,5,app,11,2
3077,5,app,2,0
3084,5,app,6,0
3086,5,app,11,3
3090,5,sms,2,0
3091,5,app,3,0
3092,5,app,2,0
3104,5,email,3,0
3107,5,email,5,0
3109,5,app,7,0
3110,5,app,1,0
3115,5,app,11,0
3139,5,social,7,0
3153,5,app,1,0
3155,5,app,9,0
3160,5,app,11,2
3163,5,app,6,0
3169,5,app,1,0
3171,5,email,1,0
3176,5,app,9,2
3178,5,app,5,1
3181,5,app,4,0
3187,5,app,5,0
3189,5,app,6,0
3191,5,sms,7,0
3192,5,email,11,2
3194,5,email,11,2
3208,5,social,2,0
3212,5,app,8,0
3215,5,email,3,0
3221,5,email,9,0
3224,5,app,11,0
3235,5,app,8,0
3237,5,sms,1,0
3240,5,sms,5,0
3248,5,app,4,1
3250,5,app,1,0
3253,5,email,6,1
3258,5,app,6,1
3265,5,sms,6,0
3271,5,sms,1,0
3274,5,app,10,0
3277,5,app,9,1
3278,5,app,11,0
3279,5,app,3,0
3286,5,sms,7,1
3290,5,app,9,0
3291,5,email,5,1
3302,5,app,6,0
3306,5,email,2,0
3308,5,app,10,1
3311,5,app,6,0
3314,5,email,4,0
3316,5,sms,7,0
3322,5,app,7,1
3325,5,email,10,0
3326,5,email,9,1
3331,5,app,4,0
3332,5,app,1,0
3339,5,app,2,0
3346,5,app,1,0
3349,5,app,5,1
3351,5,app,10,0
3353,5,social,10,0
3355,5,email,3,1
3363,5,app,10,1
3379,5,app,11,2
3389,5,app,1,0
3393,5,email,5,0
3400,5,email,10,1
3401,5,app,8,1
3403,5,app,9,1
3405,5,app,8,0
3419,5,email,9,1
3430,5,app,6,1
3440,5,sms,11,0
3447,5,app,4,0
3454,5,email,10,0
3465,5,app,2,0
3466,5,app,1,0
3468,5,app,5,0
3469,5,email,2,0
3471,5,sms,3,0
3478,5,email,8,2
3481,5,app,6,0
3486,5,app,7,0
3501,5,email,5,0
3509,5,app,3,1
3510,5,app,2,0
3511,5,social,7,0
3512,5,social,7,0
3514,5,email,8,0
3519,5,social,1,0
3520,5,app,8,2
3523,5,sms,7,1
3535,5,app,9,0
3537,5,app,9,1
3538,5,app,11,1
3547,5,app,3,0
3548,5,app,1,0
3554,5,social,1,0
3562,5,app,11,2
3564,5,email,6,0
3569,5,social,9,1
3570,5,app,8,0
3574,5,app,8,0
3575,5,sms,1,0
3577,5,sms,4,0
3581,5,email,9,2
3583,5,app,2,0
3596,5,app,6,0
3602,5,email,2,0
3603,5,app,6,0
3604,5,app,2,0
3605,5,app,11,2
3606,5,email,11,2
3608,5,email,2,0
3612,5,sms,6,0
3622,5,app,7,1
3623,5,app,10,0
3634,5,app,9,0
3635,5,app,6,0
3642,5,app,11,0
3645,5,email,8,0
3646,5,app,11,0
3653,5,app,3,1
3654,5,sms,7,2
3669,5,app,2,0
3671,5,app,6,0
3672,5,email,4,1
3676,5,social,11,1
3690,5,sms,11,1
3700,5,app,11,1
3710,5,app,8,1
3712,5,sms,8,1
3716,5,app,7,1
3718,5,app,11,0
3719,5,app,11,1
3721,5,app,9,0
3731,5,social,8,0
3736,5,app,5,0
3744,5,app,2,0
3745,5,app,5,0
3749,5,app,2,0
3754,5,app,6,0
3759,5,app,9,0
3764,5,app,4,0
3772,5,app,7,1
3782,5,email,8,0
3784,5,app,7,0
3788,5,email,2,0
3789,5,email,5,0
3798,5,app,7,2
3803,5,app,2,1
3805,5,app,11,0
3810,5,social,5,0
3829,5,app,4,0
3830,5,app,10,1
3840,5,app,7,0
3844,5,email,1,0
3858,5,app,6,2
3863,5,email,6,1
3875,5,app,10,1
3880,5,app,6,0
3884,5,app,3,0
3887,5,app,2,0
3900,5,email,5,0
3903,5,app,1,0
3906,5,social,10,3
3908,5,app,3,0
3911,5,app,4,0
3917,5,app,5,0
3922,5,app,3,1
3930,5,email,10,0
3966,5,app,5,0
3972,5,email,2,0
3974,5,email,6,0
3977,5,app,4,0
3987,5,app,10,0
3989,5,app,2,0
3991,5,app,1,0
3992,5,app,6,0
4004,5,social,4,0
4005,5,email,9,1
4015,5,social,11,0
4025,5,email,11,1
4029,5,social,1,0
4030,5,app,9,0
4031,5,social,4,0
4033,5,email,6,0
4054,5,app,4,0
4060,5,app,9,0
4061,5,app,6,0
4063,5,sms,7,1
4065,5,email,9,1
4069,5,email,5,0
4077,5,app,5,0
4079,5,app,7,0
4084,5,app,5,1
4088,5,app,6,0
4091,5,social,9,1
4092,5,app,9,2
4095,5,email,11,1
4103,5,app,10,0
4104,5,app,7,0
4110,5,app,6,1
4111,5,app,5,1
4113,5,app,1,0
4115,5,social,2,0
4117,5,app,5,0
4124,5,social,6,0
4126,5,app,2,0
4132,5,app,10,0
4134,5,app,8,0
4137,5,app,6,0
4139,5,app,8,0
4142,5,app,8,0
4151,5,email,10,1
4153,5,social,9,0
4154,5,social,2,0
4158,5,app,11,0
4170,5,app,11,1
4172,5,email,7,1
4178,5,app,3,0
4180,5,app,9,1
4183,5,social,11,0
4185,5,email,8,0
4192,5,email,11,0
4195,5,email,5,0
4197,5,app,8,0
4199,5,email,6,0
4200,5,sms,6,0
4208,5,app,2,0
4210,5,app,8,0
4213,5,app,1,0
4214,5,app,9,1
4226,5,email,9,1
4232,5,app,11,1
4241,5,sms,1,0
4242,5,sms,5,0
4251,5,email,1,0
4257,5,app,9,0
4267,5,app,11,1
4268,5,app,6,0
4269,5,social,5,0
4271,5,email,5,0
4272,5,social,2,0
4278,5,app,2,0
4280,5,sms,10,0
4283,5,email,8,0
4287,5,email,4,0
4298,5,email,5,0
4299,5,app,4,0
4302,5,social,2,1
4305,5,app,2,0
4307,5,app,5,1
4310,5,app,5,0
4318,5,app,2,0
4319,5,app,11,0
4324,5,app,6,1
4326,5,app,5,0
4327,5,app,4,0
4328,5,sms,11,1
4329,5,app,4,0
4332,5,sms,4,1
4333,5,email,10,0
4334,5,sms,8,0
4338,5,app,2,1
4351,5,app,11,0
4354,5,social,4,0
4360,5,app,5,0
4365,5,app,9,0
4374,5,app,6,1
4376,5,app,8,2
4377,5,email,5,0
4384,5,app,2,0
4392,5,email,3,1
4399,5,email,9,0
4404,5,email,11,1
4410,5,sms,9,1
4411,5,app,4,2
4422,5,app,5,0
4430,5,app,9,3
4431,5,app,1,0
4436,5,email,10,1
4444,5,email,7,0
4448,5,email,9,2
4457,5,email,3,0
4462,5,app,4,0
4465,5,social,10,1
4467,5,app,3,0
4470,5,email,9,1
4471,5,social,5,0
4476,5,app,5,0
4501,5,app,3,0
4505,5,app,11,1
4506,5,app,10,0
4507,5,app,1,0
4510,5,email,3,0
4513,5,email,10,2
4518,5,email,4,0
4524,5,email,10,0
4528,5,email,9,0
4532,5,app,3,0
4542,5,email,10,1
4543,5,app,9,0
4544,5,app,2,0
4546,5,app,11,1
4548,5,sms,3,1
4552,5,app,1,0
4555,5,app,8,0
4557,5,app,6,0
4579,5,app,3,0
4582,5,app,11,1
4583,5,email,11,2
4584,5,app,3,0
4586,5,app,4,0
4587,5,social,1,0
4591,5,social,4,0
4596,5,email,8,1
4598,5,email,3,0
4602,5,app,11,1
4604,5,app,8,0
4605,5,email,2,0
4607,5,email,5,0
4610,5,email,10,2
4612,5,social,3,0
4614,5,app,1,0
4623,5,email,2,0
4624,5,email,11,0
4626,5,app,6,0
4629,5,sms,6,0
4633,5,app,7,1
4634,5,app,11,0
4637,5,sms,9,0
4639,5,email,1,0
4645,5,email,3,0
4647,5,app,4,0
4652,5,social,7,0
4658,5,email,1,0
4666,5,social,4,2
4668,5,app,2,0
4670,5,email,9,1
4671,5,app,1,1
4682,5,app,11,0
4693,5,email,8,1
4696,5,app,11,0
4701,5,app,11,1
4706,5,app,4,0
4707,5,app,11,0
4714,5,sms,8,0
4716,5,email,6,0
4718,5,email,7,0
4725,5,social,6,1
4726,5,email,10,0
4732,5,sms,10,0
4737,5,social,2,0
4740,5,social,7,0
4741,5,social,3,1
4743,5,sms,8,0
4753,5,sms,6,1
4756,5,app,11,0
4760,5,app,2,1
4761,5,app,6,0
4762,5,email,11,2
4763,5,sms,1,0
4765,5,email,10,2
4767,5,email,10,0
4772,5,app,9,0
4778,5,app,11,1
4779,5,sms,4,1
4780,5,sms,10,0
4787,5,email,3,0
4791,5,sms,3,0
4795,5,email,6,0
4799,5,app,10,0
4802,5,email,7,1
4803,5,sms,8,0
4813,5,app,11,1
4814,5,social,8,0
4828,5,app,3,0
4830,5,app,5,0
4833,5,email,1,1
4836,5,sms,6,0
4837,5,app,3,0
4838,5,sms,7,0
4851,5,app,3,0
4866,5,app,4,0
4868,5,sms,5,0
4873,5,sms,1,0
4878,5,email,5,0
4881,5,sms,4,0
4885,5,social,7,0
4893,5,app,2,0
4899,5,app,7,1
4911,5,email,4,0
4913,5,email,8,0
4916,5,email,6,1
4923,5,social,7,0
4930,5,sms,4,0
4937,5,app,7,0
4938,5,app,6,0
4939,5,app,5,0
4940,5,sms,4,0
4941,5,app,2,0
4943,5,app,7,0
4948,5,app,2,0
4952,5,app,2,0
4953,5,app,1,0
4955,5,app,6,0
4963,5,email,9,0
4966,5,app,5,1
4978,5,sms,7,0
4985,5,app,7,0
4994,5,app,4,0
4998,5,sms,7,0
5001,5,app,1,0
5007,5,email,7,2
5013,5,email,1,0
5021,5,app,5,0
5031,5,app,10,1
5038,5,email,5,2
5041,5,email,2,0
5043,5,sms,10,0
5049,5,app,11,0
5050,5,app,8,0
5052,5,app,8,0
5056,5,app,9,0
5059,5,app,1,0
5060,5,app,7,0
5066,5,social,11,0
5068,5,email,6,1
5070,5,app,11,0
5096,5,social,6,2
5099,5,social,2,0
5102,5,app,2,0
5108,5,sms,3,0
5118,5,app,8,0
5137,5,app,2,0
5140,5,app,1,0
5148,5,app,7,0
5157,5,app,1,0
5158,5,app,4,0
5159,5,email,7,0
5163,5,social,3,0
5165,5,email,1,0
5180,5,app,5,0
5185,5,app,6,0
5187,5,social,6,0
5188,5,social,9,0
5189,5,app,1,0
5190,5,app,5,0
5194,5,sms,3,2
5206,5,app,6,0
5207,5,social,10,0
5208,5,app,10,0
5209,5,social,3,0
5214,5,app,3,1
5216,5,app,4,1
5220,5,app,11,1
5225,5,app,5,1
5227,5,sms,9,2
5233,5,social,5,0
5254,5,social,8,1
5255,5,app,5,1
5256,5,email,6,0
5260,5,app,4,0
5265,5,social,4,0
5269,5,email,4,0
5278,5,app,8,1
5280,5,app,8,0
5281,5,email,8,2
5282,5,app,2,0
5289,5,social,11,2
5290,5,email,1,0
5299,5,email,7,0
5303,5,app,4,0
5307,5,app,4,0
5312,5,email,7,0
5313,5,app,10,1
5318,5,app,11,0
5328,5,email,1,0
5331,5,app,10,0
5336,5,email,9,1
5339,5,email,11,0
5345,5,app,5,3
5347,5,app,7,1
5351,5,email,4,0
5352,5,app,1,0
5364,5,app,2,0
5365,5,app,6,0
5378,5,email,10,1
5382,5,email,7,1
5384,5,app,8,1
5390,5,email,8,1
5391,5,app,10,2
5395,5,sms,7,1
5399,5,app,8,0
5402,5,app,11,1
5405,5,app,11,3
5407,5,app,3,0
5408,5,app,1,0
5413,5,email,8,1
5417,5,app,11,0
5422,5,sms,4,0
5423,5,app,3,0
5426,5,app,6,0
5428,5,app,7,0
5429,5,app,3,0
5433,5,app,10,1
5445,5,app,8,0
5453,5,app,11,3
5455,5,app,8,1
5459,5,sms,11,0
5462,5,social,10,1
5463,5,email,11,1
5464,5,email,11,1
5468,5,app,4,0
5469,5,app,8,0
5472,5,email,2,0
5478,5,social,6,1
5482,5,email,9,0
5487,5,app,6,0
5488,5,app,5,0
5496,5,app,4,0
5506,5,app,11,1
5507,5,email,6,1
5510,5,email,2,0
5519,5,app,7,1
5522,5,app,6,1
5525,5,sms,9,0
5526,5,app,5,0
5530,5,app,5,0
5534,5,app,3,0
5536,5,social,7,1
5539,5,email,1,0
5549,5,app,2,1
5559,5,sms,4,0
5564,5,app,2,0
5568,5,sms,8,1
5573,5,app,8,0
5576,5,app,5,0
5579,5,app,4,0
5591,5,app,8,0
5604,5,app,2,0
5605,5,app,9,0
5608,5,email,7,2
5610,5,app,11,0
5613,5,email,3,0
5616,5,app,11,0
5617,5,email,6,1
5625,5,app,11,1
5628,5,sms,1,0
5636,5,app,2,0
5640,5,app,4,0
5650,5,email,9,1
5656,5,app,2,1
5664,5,app,10,0
5669,5,app,4,0
5672,5,email,4,0
5673,5,app,3,0
5675,5,sms,9,0
5684,5,sms,3,1
5703,5,app,3,0
5713,5,app,11,1
5719,5,email,3,0
5729,5,app,8,0
5734,5,app,8,2
5740,5,app,4,0
5743,5,email,2,1
5744,5,app,11,1
5746,5,email,5,2
5751,5,app,6,0
5757,5,sms,10,0
5758,5,app,2,0
5759,5,app,7,2
5765,5,email,10,2
5767,5,app,9,2
5781,5,app,9,0
5782,5,email,10,1
5791,5,sms,10,0
5793,5,app,6,0
5795,5,app,1,0
5802,5,email,11,0
5810,5,email,11,0
5817,5,app,1,0
5832,5,email,9,0
5835,5,app,4,0
5837,5,sms,3,0
5843,5,app,10,0
5845,5,app,2,0
5849,5,app,3,0
5850,5,app,8,2
5854,5,email,9,0
5858,5,email,2,0
5859,5,social,4,0
5861,5,email,5,0
5865,5,app,7,0
5869,5,app,4,0
5873,5,app,9,1
5887,5,app,5,1
5894,5,app,6,0
5900,5,app,8,1
5902,5,app,2,0
5906,5,app,9,1
5907,5,app,5,0
5913,5,email,9,2
5922,5,app,2,0
5923,5,app,10,0
5925,5,app,5,0
5931,5,email,10,1
5934,5,social,2,0
5940,5,app,4,0
5945,5,app,1,0
5946,5,app,3,0
5950,5,email,5,0
5952,5,app,1,0
5955,5,app,9,0
5957,5,email,10,0
5959,5,app,2,0
5960,5,app,8,0
5962,5,app,7,1
5973,5,email,6,1
5984,5,email,4,0
5993,5,email,10,3
6007,5,app,4,0
6010,5,app,6,0
6012,5,email,3,0
6025,5,sms,4,0
6027,5,email,8,0
6030,5,app,10,0
6033,5,social,8,1
6036,5,app,6,0
6038,5,sms,11,0
6040,5,app,9,0
6041,5,app,10,0
6051,5,email,2,0
6053,5,app,2,0
6060,5,app,4,1
6065,5,app,6,0
6081,5,app,5,0
6084,5,email,11,0
6086,5,email,7,2
6088,5,app,10,0
6090,5,social,1,0
6091,5,app,5,0
6099,5,app,2,1
6100,5,social,5,2
6103,5,social,6,0
6113,5,email,7,0
6125,5,app,8,0
6129,5,email,4,0
6135,5,email,8,0
6137,5,app,4,1
6138,5,social,7,2
6141,5,email,6,1
6143,5,app,6,0
6149,5,app,8,2
6152,5,email,3,1
6158,5,social,3,0
6159,5,email,8,0
6161,5,app,1,0
6165,5,app,11,0
6169,5,app,6,0
6180,5,app,5,0
6181,5,social,2,0
6182,5,app,7,0
6186,5,app,5,0
6188,5,email,4,0
6191,5,app,10,2
6196,5,email,6,0
6198,5,email,11,1
6199,5,social,3,0
6200,5,social,2,0
6201,5,app,8,0
6203,5,app,10,1
6215,5,sms,11,1
6223,5,email,10,2
6224,5,sms,5,0
6247,5,app,11,1
6253,5,email,2,0
6254,5,app,3,0
6257,5,social,5,0
6260,5,app,10,2
6262,5,sms,7,0
6269,5,email,4,0
6274,5,sms,8,1
6277,5,app,1,0
6279,5,app,2,1
6280,5,app,4,0
6304,5,app,10,0
6308,5,app,10,0
6309,5,social,5,0
6328,5,app,9,2
6333,5,social,5,0
6334,5,sms,9,0
6336,5,app,9,2
6339,5,app,6,0
6342,5,app,4,0
6346,5,app,8,0
6359,5,sms,11,0
6362,5,app,7,0
6371,5,email,5,0
6372,5,app,6,0
6379,5,app,8,1
6380,5,app,3,0
6384,5,app,10,1
6385,5,email,7,1
6387,5,email,8,0
6398,5,app,3,0
6403,5,email,1,0
6406,5,sms,1,0
6407,5,app,4,0
6410,5,email,7,0
6412,5,sms,3,0
6416,5,email,7,0
6417,5,email,9,1
6418,5,app,9,0
6420,5,app,9,0
6426,5,email,1,1
6428,5,app,1,0
6430,5,app,2,0
6448,5,app,6,0
6453,5,sms,4,0
6460,5,email,10,1
6472,5,sms,5,0
6476,5,email,2,0
6477,5,app,8,0
6484,5,email,1,0
6494,5,app,9,1
6496,5,email,6,0
6500,5,email,7,0
6507,5,app,8,0
6510,5,sms,11,1
6512,5,social,5,1
6523,5,app,3,1
6528,5,app,7,0
6536,5,app,6,2
6540,5,social,9,0
6544,5,app,8,0
6557,5,app,9,0
6561,5,app,5,1
6566,5,app,7,1
6573,5,app,2,0
6576,5,sms,10,0
6577,5,app,8,2
6581,5,app,11,0
6586,5,app,10,0
6587,5,app,10,1
6599,5,app,2,0
6604,5,social,1,0
6621,5,social,8,0
6622,5,sms,5,1
6627,5,email,8,0
6634,5,app,11,0
6636,5,email,8,1
6640,5,app,8,0
6642,5,email,9,3
6644,5,email,9,0
6651,5,app,11,2
6658,5,app,1,0
6662,5,sms,6,0
6667,5,social,11,1
6670,5,social,1,0
6673,5,app,11,1
6681,5,sms,6,0
6682,5,email,4,0
6684,5,app,5,0
6692,5,email,11,0
6701,5,app,4,2
6702,5,sms,9,0
6706,5,app,9,0
6707,5,email,3,0
6714,5,app,6,0
6721,5,app,1,0
6722,5,app,7,0
6724,5,email,8,1
6725,5,app,11,0
6730,5,app,11,0
6732,5,email,11,2
6733,5,email,6,1
6735,5,app,4,0
6737,5,email,2,0
6739,5,app,7,1
6741,5,email,1,0
6744,5,app,2,1
6746,5,email,7,0
6748,5,app,4,0
6751,5,app,5,0
6755,5,email,10,0
6760,5,app,4,0
6764,5,app,3,0
6770,5,app,4,0
6777,5,sms,5,0
6779,5,app,7,1
6797,5,app,6,0
6806,5,email,4,0
6807,5,app,5,1
6810,5,social,4,0
6811,5,app,7,0
6813,5,sms,8,1
6821,5,app,5,0
6827,5,app,8,0
6831,5,app,8,0
6833,5,app,5,0
6839,5,app,5,0
6841,5,email,10,0
6851,5,app,10,1
6853,5,app,5,0
6864,5,sms,9,0
6866,5,email,2,1
6867,5,app,3,1
6869,5,app,1,0
6871,5,sms,11,0
6872,5,email,4,0
6874,5,app,6,1
6882,5,email,8,1
6888,5,app,8,0
6900,5,app,10,0
6913,5,app,2,1
6916,5,app,4,0
6920,5,app,9,1
6927,5,app,10,1
6932,5,app,9,2
6939,5,sms,10,1
6942,5,app,11,0
6944,5,email,4,1
6948,5,email,5,1
6952,5,app,10,2
6959,5,app,6,3
6976,5,social,8,0
6978,5,sms,7,0
6989,5,sms,7,2
6995,5,email,4,1
6997,5,app,5,0
6998,5,sms,2,0
6999,5,app,1,0
7004,5,app,7,1
7007,5,app,6,0
7008,5,app,9,0
7016,5,social,9,0
7019,5,app,4,1
7020,5,app,5,0
7022,5,email,8,1
7024,5,app,9,0
7025,5,email,4,0
7027,5,email,6,0
7029,5,app,11,1
7035,5,app,5,0
7039,5,email,7,0
7046,5,app,2,0
7051,5,email,9,0
7062,5,app,8,1
7064,5,app,5,0
7065,5,email,5,0
7072,5,app,1,0
7076,5,sms,8,0
7077,5,app,11,1
7081,5,app,6,1
7086,5,app,8,0
7087,5,app,6,0
7099,5,sms,10,1
7101,5,app,5,0
