member_id,age_band,region,plan_type,join_date,digital_affinity_score,device_type,baseline_propensity,treatment_eligible,impressions_post8w,reward_adopted,spotify_user_latent,adopt_week_id
1633,45-54,Limpopo,Essential,2023-10-06,29,Mixed,-2.708,0,0,0,1,
1634,25-34,Gauteng,Executive,2023-07-28,63,Wearable,-1.407,0,33,0,0,
1635,25-34,Gauteng,Essential,2024-08-16,49,Mixed,1.019,0,17,0,0,
1636,25-34,Gauteng,Essential,2022-04-21,32,Phone,0.426,0,2,0,1,
1637,25-34,Western Cape,Plus,2023-07-27,33,Wearable,-0.144,0,0,0,1,
1638,25-34,Gauteng,Classic,2021-12-19,83,Phone,0.418,0,4,0,1,
1639,35-44,Gauteng,Executive,2025-07-05,18,Mixed,-1.269,1,0,0,0,
1640,25-34,Gauteng,Classic,2023-07-19,38,Wearable,0.54,0,24,0,0,
1641,55-64,Gauteng,Classic,2024-08-12,31,Phone,-1.675,0,0,0,0,
1642,45-54,Gauteng,Essential,2024-08-16,26,Mixed,-0.628,0,0,0,0,
1643,45-54,Gauteng,Essential,2020-09-29,36,Mixed,-0.242,0,0,0,0,
1644,35-44,Western Cape,Essential,2021-02-21,52,Mixed,-0.245,0,7,0,1,
1645,55-64,North West,Essential,2022-12-20,68,Mixed,-1.18,0,19,0,0,
1646,18-24,Gauteng,Plus,2025-11-27,6,Mixed,-0.211,0,23,0,0,
1647,18-24,Limpopo,Essential,2025-12-08,39,Mixed,-1.154,1,0,0,1,
1648,25-34,Eastern Cape,Essential,2024-06-19,44,Phone,-0.627,1,4,1,1,25.0
1649,35-44,KwaZulu-Natal,Executive,2025-08-24,41,Phone,-2.323,1,10,0,0,
1650,45-54,Gauteng,Classic,2021-08-29,64,Phone,-0.267,1,0,0,1,
1651,18-24,KwaZulu-Natal,Classic,2025-11-08,42,Mixed,-2.221,1,9,0,0,
1652,18-24,Gauteng,Plus,2022-01-09,59,Mixed,0.766,1,36,1,0,25.0
1653,25-34,Western Cape,Essential,2023-05-15,31,Wearable,-1.11,1,4,0,0,
1654,35-44,Gauteng,Plus,2022-10-03,60,Wearable,0.571,1,0,0,1,
1655,25-34,KwaZulu-Natal,Classic,2024-11-28,36,Mixed,0.636,1,0,0,1,
1656,25-34,Free State,Classic,2021-01-10,65,Wearable,2.828,1,37,1,1,26.0
1657,65+,KwaZulu-Natal,Essential,2024-07-03,0,Phone,-1.957,1,10,0,1,
1658,35-44,KwaZulu-Natal,Essential,2022-08-16,100,Phone,-1.34,1,9,0,0,
1659,65+,Eastern Cape,Classic,2025-12-11,63,Mixed,-0.732,1,0,1,0,25.0
1660,45-54,Gauteng,Classic,2020-05-27,66,Mixed,1.627,1,13,0,1,
1661,55-64,KwaZulu-Natal,Classic,2020-11-30,61,Mixed,0.363,0,20,0,1,
1662,18-24,Western Cape,Essential,2025-09-06,53,Wearable,1.68,0,29,0,0,
1663,45-54,Gauteng,Executive,2024-04-22,53,Mixed,0.89,0,19,0,1,
1664,25-34,Gauteng,Plus,2023-05-24,49,Mixed,-1.162,0,35,0,1,
1665,18-24,Free State,Plus,2023-10-20,23,Mixed,0.817,1,0,0,1,
1666,25-34,Mpumalanga,Classic,2022-07-22,70,GymScanner,0.87,0,18,0,1,
1667,25-34,Northern Cape,Classic,2025-11-01,45,Phone,-1.395,1,7,1,0,26.0
1668,45-54,Western Cape,Essential,2020-02-29,78,Mixed,-1.568,0,7,0,0,
1669,25-34,Northern Cape,Plus,2022-04-02,46,Wearable,1.064,0,10,0,0,
1670,45-54,North West,Essential,2023-07-24,17,Phone,-1.526,0,4,0,0,
1671,25-34,Gauteng,Classic,2023-11-02,44,Wearable,3.0,1,4,1,0,26.0
1672,25-34,Gauteng,Essential,2021-06-15,35,Phone,-0.54,0,3,0,0,
1673,25-34,Gauteng,Executive,2022-09-30,48,Wearable,0.755,1,7,0,0,
1674,25-34,Eastern Cape,Classic,2023-08-09,46,Wearable,1.21,1,4,0,1,
1675,25-34,Gauteng,Essential,2020-12-23,48,Wearable,0.462,1,18,1,1,25.0
1676,35-44,Eastern Cape,Executive,2025-12-07,70,Mixed,1.055,0,5,0,0,
1677,18-24,Eastern Cape,Classic,2025-05-24,34,Wearable,0.26,0,4,0,0,
1678,25-34,Gauteng,Classic,2020-09-14,56,Phone,1.621,1,6,0,0,
1679,25-34,Gauteng,Classic,2022-03-06,40,Wearable,0.129,1,13,0,0,
1680,25-34,Gauteng,Plus,2025-02-07,32,GymScanner,0.059,1,9,0,1,
1681,35-44,Western Cape,Executive,2023-06-16,83,Mixed,-0.066,1,5,0,1,
1682,18-24,Gauteng,Essential,2024-06-10,48,Wearable,1.259,1,5,0,1,
1683,18-24,Gauteng,Essential,2021-03-29,46,Mixed,0.11,0,12,0,1,
1684,18-24,Limpopo,Essential,2023-01-15,71,Wearable,-0.63,0,1,0,0,
1685,25-34,Western Cape,Classic,2022-10-11,39,Mixed,-1.162,0,0,0,1,
1686,25-34,Eastern Cape,Essential,2025-12-12,45,Wearable,-0.339,1,23,0,1,
1687,25-34,Western Cape,Executive,2021-04-26,53,GymScanner,-1.156,1,9,0,1,
1688,25-34,KwaZulu-Natal,Essential,2024-05-22,57,Mixed,0.671,0,27,0,1,
1689,45-54,KwaZulu-Natal,Classic,2023-08-01,76,Mixed,1.76,0,22,0,0,
1690,25-34,Free State,Classic,2025-07-21,48,Phone,1.882,0,15,0,1,
1691,35-44,Gauteng,Essential,2021-09-12,63,GymScanner,1.424,0,8,0,0,
1692,35-44,KwaZulu-Natal,Essential,2025-11-18,60,Phone,0.298,1,1,1,1,26.0
1693,18-24,Gauteng,Essential,2023-09-25,63,GymScanner,0.411,0,23,0,0,
1694,18-24,KwaZulu-Natal,Plus,2021-10-04,63,Wearable,1.597,0,2,0,1,
1695,25-34,Gauteng,Essential,2020-10-29,59,Mixed,1.165,0,0,0,1,
1696,25-34,Western Cape,Plus,2021-10-11,56,Wearable,2.079,1,2,1,1,26.0
1697,35-44,Gauteng,Classic,2023-08-10,54,Phone,0.395,1,3,0,0,
1698,45-54,Gauteng,Essential,2021-03-10,30,Phone,0.899,1,5,0,1,
1699,18-24,KwaZulu-Natal,Plus,2023-12-22,63,Mixed,0.381,1,14,1,1,25.0
1700,25-34,Gauteng,Classic,2023-10-25,65,Mixed,-0.217,1,29,1,1,26.0
1701,55-64,Mpumalanga,Essential,2024-04-09,27,Wearable,-0.175,0,0,0,1,
1702,25-34,Northern Cape,Classic,2021-07-23,37,Mixed,0.614,0,4,0,1,
1703,18-24,Gauteng,Essential,2023-06-25,20,GymScanner,1.042,1,4,0,0,
1704,35-44,Gauteng,Classic,2023-05-01,74,Phone,1.715,0,19,0,1,
1705,35-44,KwaZulu-Natal,Classic,2024-01-11,24,Mixed,-0.403,0,4,0,0,
1706,55-64,Western Cape,Plus,2023-03-14,77,Wearable,0.979,0,28,0,0,
1707,25-34,Mpumalanga,Essential,2020-10-20,79,Mixed,0.215,1,10,0,1,
1708,18-24,KwaZulu-Natal,Essential,2021-09-23,8,Phone,-1.533,1,4,0,0,
1709,45-54,North West,Essential,2024-11-24,58,Wearable,-1.266,1,8,0,0,
1710,65+,Gauteng,Plus,2023-05-18,72,Wearable,0.55,1,12,0,1,
1711,35-44,Limpopo,Classic,2024-05-24,75,Wearable,-0.403,0,18,0,0,
1712,25-34,Eastern Cape,Classic,2023-12-25,66,Mixed,-0.377,1,24,1,1,26.0
1713,45-54,North West,Classic,2024-04-28,35,Phone,-0.618,0,4,0,1,
1714,45-54,Gauteng,Classic,2024-09-17,64,Wearable,1.497,0,17,0,0,
1715,18-24,KwaZulu-Natal,Plus,2025-10-21,39,GymScanner,1.419,1,10,1,1,26.0
1716,18-24,KwaZulu-Natal,Classic,2023-12-15,65,Wearable,-1.283,0,6,0,1,
1717,45-54,KwaZulu-Natal,Essential,2024-06-20,45,Mixed,0.793,0,8,0,0,
1718,55-64,Gauteng,Classic,2025-06-12,65,Mixed,-0.252,0,8,0,0,
1719,35-44,Gauteng,Classic,2021-05-19,36,Phone,-1.379,0,8,0,0,
1720,55-64,Eastern Cape,Classic,2024-12-31,70,Wearable,0.669,0,22,0,0,
1721,45-54,KwaZulu-Natal,Classic,2021-09-16,52,Phone,1.921,1,0,0,1,
1722,35-44,KwaZulu-Natal,Essential,2024-08-21,44,Mixed,1.408,0,6,0,0,
1723,45-54,Limpopo,Classic,2020-06-12,61,Wearable,-1.268,0,0,0,1,
1724,35-44,Gauteng,Essential,2020-12-04,49,Wearable,0.691,0,2,0,0,
1725,35-44,Northern Cape,Plus,2021-05-19,59,GymScanner,-0.785,1,22,1,0,26.0
1726,25-34,Gauteng,Classic,2023-12-01,61,Wearable,0.499,0,23,0,1,
1727,35-44,Mpumalanga,Essential,2023-04-16,60,Phone,0.06,1,8,0,1,
1728,35-44,Limpopo,Classic,2025-09-03,17,Wearable,0.693,1,4,0,1,
1729,35-44,KwaZulu-Natal,Essential,2021-03-07,45,Wearable,-0.278,0,2,0,1,
1730,18-24,Gauteng,Plus,2023-08-16,63,Phone,0.456,1,1,0,0,
1731,25-34,North West,Classic,2021-12-03,47,Mixed,0.826,1,0,0,0,
1732,35-44,North West,Executive,2021-03-27,38,Wearable,1.188,0,7,0,0,
1733,55-64,Mpumalanga,Classic,2024-07-23,47,Mixed,1.11,1,3,1,0,25.0
1734,35-44,Western Cape,Essential,2020-03-25,53,GymScanner,-2.057,0,27,0,0,
1735,55-64,Free State,Essential,2022-05-31,32,Wearable,-1.608,1,0,1,1,25.0
1736,65+,Eastern Cape,Plus,2022-11-07,86,Wearable,0.91,0,25,0,0,
1737,25-34,KwaZulu-Natal,Executive,2021-09-10,57,Mixed,-0.367,1,25,1,1,25.0
1738,25-34,KwaZulu-Natal,Executive,2020-10-07,39,Mixed,-1.153,1,0,0,0,
1739,55-64,North West,Essential,2021-05-03,29,GymScanner,-0.623,0,0,0,1,
1740,45-54,Mpumalanga,Plus,2025-02-16,61,Wearable,1.257,1,13,1,1,25.0
1741,35-44,North West,Essential,2024-05-16,88,Wearable,1.354,1,17,1,0,26.0
1742,18-24,Gauteng,Executive,2023-09-14,72,Phone,0.735,0,17,0,0,
1743,45-54,Gauteng,Essential,2021-02-19,38,GymScanner,0.033,0,0,0,1,
1744,35-44,KwaZulu-Natal,Essential,2020-12-15,59,Wearable,1.845,0,9,0,0,
1745,35-44,Western Cape,Classic,2025-08-22,38,Mixed,0.557,1,10,0,0,
1746,18-24,Gauteng,Executive,2020-04-19,58,Mixed,1.168,1,7,1,0,25.0
1747,45-54,Limpopo,Classic,2024-05-02,0,GymScanner,-1.525,1,0,0,1,
1748,18-24,Western Cape,Essential,2024-06-24,68,Mixed,0.367,1,6,0,1,
1749,25-34,Eastern Cape,Executive,2023-09-02,35,Wearable,1.682,0,13,0,1,
1750,35-44,Gauteng,Essential,2025-11-12,34,Wearable,-0.483,0,13,0,0,
1751,55-64,Gauteng,Essential,2024-04-13,58,Wearable,-0.23,1,16,0,1,
1752,35-44,Free State,Essential,2020-05-26,39,Phone,-0.778,0,0,0,0,
1753,55-64,Eastern Cape,Executive,2021-02-21,15,Wearable,-0.276,0,2,0,0,
1754,35-44,KwaZulu-Natal,Essential,2024-12-28,64,Wearable,1.992,1,0,0,0,
1755,25-34,KwaZulu-Natal,Classic,2023-10-13,18,Wearable,-0.091,0,0,0,0,
1756,35-44,KwaZulu-Natal,Essential,2022-05-06,28,Wearable,-2.076,1,1,0,1,
1757,45-54,Gauteng,Plus,2021-03-17,77,Mixed,-0.598,1,2,0,1,
1758,35-44,Gauteng,Essential,2024-12-26,71,Mixed,1.131,0,37,0,0,
1759,25-34,Western Cape,Classic,2020-03-21,46,Wearable,-0.945,1,18,1,0,26.0
1760,45-54,Mpumalanga,Essential,2023-03-19,67,Wearable,0.377,1,22,0,1,
1761,25-34,Free State,Executive,2022-03-19,48,Phone,-0.159,1,0,1,0,26.0
1762,35-44,Western Cape,Classic,2024-02-23,91,Wearable,0.967,0,10,0,0,
1763,25-34,KwaZulu-Natal,Classic,2021-07-10,88,Mixed,0.842,1,0,0,1,
1764,25-34,Western Cape,Essential,2021-07-26,49,Mixed,0.149,0,5,0,0,
1765,45-54,Gauteng,Essential,2021-10-09,70,Mixed,0.761,1,7,1,1,25.0
1766,25-34,KwaZulu-Natal,Classic,2024-03-12,76,GymScanner,0.728,1,0,0,0,
1767,35-44,North West,Classic,2025-05-21,60,Mixed,-0.276,0,8,0,0,
1768,25-34,Gauteng,Plus,2026-01-05,55,Wearable,-1.261,1,11,1,1,26.0
1769,25-34,North West,Classic,2020-04-01,35,Phone,0.777,1,0,1,1,26.0
1770,25-34,Limpopo,Plus,2024-08-17,62,Wearable,1.107,1,8,0,1,
1771,45-54,Western Cape,Plus,2020-04-20,61,Wearable,0.454,0,1,0,1,
1772,35-44,KwaZulu-Natal,Essential,2025-03-09,63,Mixed,-0.685,0,7,0,1,
1773,25-34,KwaZulu-Natal,Classic,2020-11-06,40,Mixed,-0.592,1,23,0,1,
1774,35-44,Gauteng,Essential,2023-03-24,71,Phone,1.024,1,0,0,1,
1775,45-54,KwaZulu-Natal,Classic,2025-06-18,37,Wearable,-0.42,1,2,0,1,
1776,35-44,Gauteng,Essential,2022-07-02,39,Phone,-0.802,1,10,0,1,
1777,55-64,Gauteng,Classic,2020-12-31,76,Wearable,0.692,1,20,0,0,
1778,45-54,Limpopo,Classic,2020-11-21,31,Mixed,-0.294,1,0,0,0,
1779,18-24,Gauteng,Essential,2023-01-30,64,Phone,-0.49,1,32,1,0,26.0
1780,55-64,Gauteng,Essential,2024-01-07,68,Mixed,-0.5,1,0,1,0,25.0
1781,25-34,Mpumalanga,Essential,2022-12-02,59,Wearable,2.291,0,0,0,1,
1782,45-54,Gauteng,Classic,2025-07-30,68,GymScanner,-0.743,0,10,0,1,
1783,45-54,KwaZulu-Natal,Classic,2021-02-08,58,Mixed,1.247,0,16,0,1,
1784,35-44,KwaZulu-Natal,Classic,2023-05-05,41,Mixed,0.062,1,0,0,1,
1785,35-44,Gauteng,Classic,2021-02-25,20,GymScanner,0.061,1,0,1,1,25.0
1786,35-44,Western Cape,Essential,2021-07-24,38,Mixed,-0.316,0,15,0,0,
1787,55-64,Western Cape,Executive,2021-11-10,35,Phone,0.221,0,2,0,0,
1788,18-24,Free State,Essential,2021-01-10,55,GymScanner,1.222,0,2,0,0,
1789,45-54,Northern Cape,Classic,2024-06-14,19,GymScanner,-1.928,0,5,0,1,
1790,45-54,Free State,Essential,2020-11-13,58,Phone,1.525,0,0,0,0,
1791,35-44,Gauteng,Classic,2020-04-21,30,Wearable,-0.012,0,25,0,1,
1792,45-54,Eastern Cape,Essential,2023-05-26,67,Wearable,2.301,0,0,0,1,
1793,45-54,Eastern Cape,Classic,2023-04-05,93,Mixed,0.791,0,13,0,0,
1794,25-34,Western Cape,Plus,2023-05-12,24,Phone,-0.557,1,31,0,1,
1795,45-54,Western Cape,Classic,2020-12-04,78,Phone,0.003,1,0,0,0,
1796,35-44,Free State,Classic,2020-10-24,32,Mixed,0.872,1,8,0,0,
1797,45-54,Limpopo,Classic,2020-04-03,57,Wearable,-0.2,0,16,0,1,
1798,25-34,Gauteng,Classic,2023-09-13,57,GymScanner,0.239,1,7,1,1,26.0
1799,45-54,KwaZulu-Natal,Essential,2022-05-07,37,Wearable,0.007,1,1,1,0,26.0
1800,45-54,KwaZulu-Natal,Plus,2022-10-16,22,Mixed,-0.223,1,0,1,1,25.0
1801,45-54,Gauteng,Classic,2025-09-25,16,Wearable,0.055,0,27,0,0,
1802,25-34,Gauteng,Essential,2024-11-13,48,Mixed,-1.891,1,8,1,1,25.0
1803,25-34,KwaZulu-Natal,Essential,2025-06-24,67,Wearable,-0.719,0,9,0,1,
1804,25-34,Limpopo,Plus,2021-12-29,60,Phone,-0.271,0,16,0,0,
1805,45-54,Free State,Essential,2023-03-02,54,Phone,0.247,0,7,0,1,
1806,25-34,Northern Cape,Essential,2025-03-02,26,Phone,0.358,0,2,0,0,
1807,45-54,Western Cape,Essential,2025-12-17,39,Wearable,-1.363,0,3,0,0,
1808,35-44,Gauteng,Executive,2024-01-10,24,Phone,-0.289,1,3,0,0,
1809,35-44,Gauteng,Plus,2025-04-05,61,Mixed,2.416,1,9,1,0,25.0
1810,45-54,Eastern Cape,Essential,2025-06-21,46,Mixed,-1.243,1,5,0,1,
1811,45-54,Gauteng,Classic,2022-10-11,10,Mixed,-0.535,0,15,0,0,
1812,35-44,Eastern Cape,Classic,2024-08-10,62,Mixed,-1.072,1,7,0,0,
1813,45-54,Western Cape,Essential,2024-02-15,45,Phone,-0.778,1,9,0,1,
1814,25-34,Eastern Cape,Executive,2024-11-12,37,Wearable,-1.154,0,13,0,1,
1815,18-24,KwaZulu-Natal,Classic,2025-06-15,56,Wearable,-0.515,1,0,0,1,
1816,35-44,KwaZulu-Natal,Essential,2024-09-22,1,Mixed,1.144,1,0,1,0,25.0
1817,25-34,KwaZulu-Natal,Essential,2022-07-11,24,Wearable,2.436,1,0,0,1,
1818,18-24,Gauteng,Essential,2020-12-17,59,Wearable,-1.343,1,10,0,1,
1819,45-54,Gauteng,Essential,2022-08-22,45,GymScanner,0.658,1,1,1,0,26.0
1820,25-34,Eastern Cape,Classic,2020-10-18,46,Wearable,0.666,1,3,0,1,
1821,35-44,KwaZulu-Natal,Executive,2020-09-25,80,Phone,0.39,0,0,0,1,
1822,25-34,Eastern Cape,Classic,2025-11-04,41,GymScanner,-0.663,1,0,0,1,
1823,35-44,Western Cape,Essential,2023-04-24,46,Mixed,1.46,0,18,0,0,
1824,45-54,KwaZulu-Natal,Executive,2023-02-12,63,GymScanner,-0.407,0,2,0,0,
1825,35-44,Gauteng,Essential,2020-03-19,34,Mixed,-0.071,1,14,0,0,
1826,25-34,KwaZulu-Natal,Essential,2020-03-23,30,Phone,0.145,0,9,0,1,
1827,55-64,Gauteng,Plus,2021-05-26,65,Wearable,-0.381,1,11,0,1,
1828,25-34,North West,Plus,2022-05-04,64,GymScanner,1.684,1,20,0,1,
1829,35-44,Gauteng,Essential,2025-10-13,66,Phone,-0.305,0,17,0,0,
1830,25-34,Gauteng,Classic,2022-11-28,40,Mixed,-0.305,1,2,0,1,
1831,45-54,Eastern Cape,Essential,2022-07-22,31,GymScanner,-0.059,0,6,0,0,
1832,35-44,Free State,Classic,2024-07-05,27,Phone,-0.166,1,0,0,0,
1833,65+,Western Cape,Classic,2020-09-11,100,Mixed,-0.756,0,17,0,1,
1834,35-44,KwaZulu-Natal,Essential,2023-02-11,78,Wearable,0.841,0,14,0,1,
1835,25-34,KwaZulu-Natal,Classic,2020-12-05,83,Wearable,-0.33,1,18,0,0,
1836,35-44,Western Cape,Executive,2025-06-19,33,Mixed,-0.184,1,5,0,1,
1837,18-24,Western Cape,Classic,2023-08-16,23,Mixed,-0.96,0,19,0,0,
1838,35-44,Gauteng,Essential,2025-07-18,62,Phone,0.811,1,22,1,1,25.0
1839,45-54,Free State,Essential,2025-08-19,44,Wearable,-0.146,0,0,0,0,
1840,25-34,Gauteng,Classic,2023-12-16,56,Phone,-0.721,0,12,0,1,
1841,55-64,Limpopo,Classic,2022-09-23,73,Mixed,-0.124,0,13,0,0,
1842,35-44,KwaZulu-Natal,Classic,2022-05-30,48,Wearable,-0.441,0,11,0,1,
1843,35-44,North West,Classic,2025-07-04,47,Mixed,-0.39,1,5,0,1,
1844,45-54,Gauteng,Plus,2022-08-03,18,Mixed,2.979,0,0,0,0,
1845,18-24,KwaZulu-Natal,Essential,2024-01-06,62,Mixed,0.924,0,7,0,1,
1846,25-34,North West,Plus,2024-03-11,37,Wearable,-0.906,1,2,0,1,
1847,35-44,Western Cape,Classic,2025-09-22,50,Mixed,0.283,0,0,0,0,
1848,45-54,Gauteng,Classic,2021-03-03,64,Wearable,-0.984,1,6,0,0,
1849,18-24,Western Cape,Plus,2024-01-30,84,Wearable,2.104,1,4,1,1,25.0
1850,25-34,Gauteng,Classic,2022-12-17,8,Phone,0.213,0,15,0,1,
1851,65+,Gauteng,Classic,2022-11-06,26,Mixed,0.053,0,0,0,1,
1852,45-54,Gauteng,Plus,2020-07-13,51,Phone,-0.795,1,7,0,0,
1853,25-34,Limpopo,Classic,2021-10-28,78,Wearable,0.829,0,19,0,1,
1854,25-34,Gauteng,Classic,2021-01-28,31,Mixed,2.743,1,3,1,1,25.0
1855,25-34,KwaZulu-Natal,Classic,2025-06-21,47,Wearable,0.282,0,0,0,1,
1856,25-34,Gauteng,Plus,2022-12-30,47,Mixed,-0.023,1,15,1,1,26.0
1857,35-44,North West,Classic,2024-01-14,54,Wearable,1.278,1,15,0,0,
1858,65+,Gauteng,Classic,2025-02-14,38,Phone,-1.175,1,0,1,1,25.0
1859,35-44,North West,Essential,2021-05-21,26,Wearable,-0.872,1,0,0,1,
1860,18-24,Free State,Plus,2021-02-02,75,Mixed,-1.681,1,11,0,1,
1861,25-34,Gauteng,Classic,2022-04-06,32,Phone,0.354,1,25,0,0,
1862,65+,Limpopo,Plus,2023-08-20,65,Wearable,-2.441,0,15,0,1,
1863,25-34,Limpopo,Classic,2020-03-02,49,Mixed,-0.024,0,7,0,1,
1864,35-44,Gauteng,Classic,2021-07-21,55,GymScanner,-0.612,0,6,0,0,
1865,45-54,North West,Classic,2021-10-23,73,Mixed,0.318,0,16,0,1,
1866,25-34,Limpopo,Classic,2021-08-14,32,Wearable,-1.871,1,15,0,0,
1867,45-54,Western Cape,Classic,2020-05-10,56,Wearable,-1.741,1,3,1,0,25.0
1868,55-64,Gauteng,Essential,2023-05-10,41,Phone,0.148,0,9,0,1,
1869,35-44,North West,Plus,2024-06-06,57,Phone,-1.21,0,10,0,1,
1870,18-24,Gauteng,Classic,2020-04-13,68,GymScanner,1.23,0,2,0,0,
1871,45-54,Western Cape,Essential,2022-07-13,77,Phone,-0.235,0,18,0,1,
1872,35-44,KwaZulu-Natal,Essential,2024-04-07,43,Wearable,-0.225,1,0,0,1,
1873,35-44,North West,Essential,2022-11-21,67,Wearable,-0.276,0,6,0,1,
1874,35-44,Western Cape,Plus,2023-04-02,45,Phone,0.062,0,31,0,0,
1875,18-24,Gauteng,Essential,2023-03-02,10,Phone,0.708,0,0,0,1,
1876,18-24,Limpopo,Essential,2025-10-08,43,Mixed,0.956,1,4,1,1,25.0
1877,25-34,Gauteng,Classic,2023-09-27,34,Wearable,-1.118,0,7,0,0,
1878,65+,Gauteng,Classic,2021-12-29,58,Mixed,-0.537,0,0,0,1,
1879,35-44,Gauteng,Classic,2023-03-27,42,Mixed,0.623,1,13,0,0,
1880,25-34,KwaZulu-Natal,Classic,2022-07-15,36,GymScanner,-0.253,0,8,0,1,
1881,25-34,Northern Cape,Classic,2024-09-19,64,Wearable,1.901,0,1,0,0,
1882,55-64,Mpumalanga,Classic,2024-03-16,43,Phone,-0.576,1,0,0,1,
1883,25-34,Gauteng,Classic,2023-08-27,66,Mixed,-1.296,1,14,0,1,
1884,25-34,Eastern Cape,Essential,2020-04-14,35,Mixed,1.487,0,6,0,1,
1885,25-34,North West,Classic,2021-06-03,61,Wearable,0.86,1,0,0,0,
1886,65+,Gauteng,Plus,2024-11-28,34,Phone,1.886,0,0,0,0,
1887,25-34,Gauteng,Classic,2020-12-11,70,GymScanner,-0.327,1,25,1,1,25.0
1888,18-24,North West,Classic,2022-08-16,70,GymScanner,-1.312,0,20,0,0,
1889,25-34,North West,Essential,2020-08-24,34,GymScanner,0.243,0,0,0,0,
1890,55-64,Western Cape,Essential,2021-09-15,68,Phone,-0.953,1,0,0,1,
1891,65+,Gauteng,Plus,2020-09-08,68,Wearable,1.452,1,2,0,1,
1892,25-34,Gauteng,Executive,2024-05-21,75,Mixed,0.335,0,3,0,1,
1893,25-34,KwaZulu-Natal,Classic,2022-12-08,49,Phone,-1.338,0,6,0,1,
1894,35-44,Gauteng,Classic,2025-06-04,41,Mixed,1.204,0,10,0,0,
1895,45-54,Gauteng,Plus,2023-05-30,42,Wearable,0.398,0,2,0,1,
1896,35-44,KwaZulu-Natal,Classic,2025-06-05,30,Wearable,0.365,1,23,1,0,25.0
1897,25-34,Limpopo,Classic,2024-12-29,70,Phone,-0.043,1,12,0,1,
1898,35-44,Gauteng,Classic,2025-09-14,67,Mixed,-0.356,1,0,0,0,
1899,35-44,Free State,Essential,2025-02-14,47,Wearable,-1.093,0,3,0,0,
1900,25-34,Eastern Cape,Plus,2021-08-27,92,Mixed,1.646,1,6,1,1,25.0
1901,65+,Gauteng,Plus,2021-05-12,34,Wearable,-1.553,0,0,0,1,
1902,45-54,Western Cape,Essential,2024-08-09,74,Wearable,0.489,1,6,0,0,
1903,45-54,Mpumalanga,Classic,2023-05-26,40,Mixed,0.132,1,1,0,1,
1904,35-44,KwaZulu-Natal,Essential,2024-12-08,56,Phone,0.897,0,22,0,1,
1905,55-64,Eastern Cape,Plus,2025-05-28,56,Wearable,-0.248,0,7,0,1,
1906,35-44,Limpopo,Classic,2022-11-08,58,Mixed,0.4,1,26,0,0,
1907,25-34,Eastern Cape,Classic,2021-03-14,43,Phone,-0.415,1,19,0,1,
1908,45-54,Gauteng,Classic,2021-12-14,76,Wearable,1.004,1,12,0,1,
1909,25-34,Eastern Cape,Plus,2022-02-25,45,Wearable,-0.509,0,4,0,0,
1910,25-34,Eastern Cape,Essential,2020-08-14,35,Mixed,-0.082,1,10,0,1,
1911,65+,Eastern Cape,Plus,2020-03-03,48,Wearable,-0.535,1,15,1,0,25.0
1912,65+,KwaZulu-Natal,Essential,2024-03-28,47,Wearable,0.581,0,4,0,0,
1913,55-64,Gauteng,Plus,2020-09-11,62,Mixed,-0.253,0,9,0,0,
1914,25-34,KwaZulu-Natal,Classic,2021-11-23,48,Mixed,1.25,0,19,0,0,
1915,18-24,Gauteng,Essential,2020-06-05,45,Wearable,1.241,1,14,1,1,25.0
1916,25-34,Gauteng,Classic,2022-10-21,52,Phone,-0.398,0,29,0,1,
1917,25-34,KwaZulu-Natal,Classic,2022-10-21,46,Wearable,2.048,0,2,0,0,
1918,45-54,North West,Classic,2025-08-25,17,Mixed,0.083,1,0,0,0,
1919,25-34,Eastern Cape,Essential,2020-04-16,41,Phone,0.037,0,15,0,1,
1920,18-24,Western Cape,Executive,2024-06-02,34,Mixed,0.481,0,0,0,0,
1921,35-44,Eastern Cape,Essential,2022-07-28,74,GymScanner,-0.292,1,13,0,1,
1922,25-34,Limpopo,Plus,2023-04-11,62,Wearable,-0.076,0,20,0,1,
1923,65+,KwaZulu-Natal,Essential,2025-02-16,15,Wearable,-0.111,1,0,0,0,
1924,18-24,Gauteng,Plus,2022-02-08,40,Phone,-0.06,1,8,1,1,25.0
1925,45-54,North West,Classic,2023-03-03,53,Mixed,-0.956,1,0,0,1,
1926,25-34,Gauteng,Plus,2022-08-03,66,Wearable,-1.02,0,21,0,1,
1927,25-34,Limpopo,Classic,2020-09-04,53,Wearable,1.213,0,8,0,1,
1928,65+,Northern Cape,Essential,2023-06-30,67,Mixed,-1.818,1,8,1,0,26.0
1929,25-34,Western Cape,Plus,2024-11-09,71,Wearable,1.227,0,10,0,1,
1930,65+,Western Cape,Classic,2025-03-07,29,Mixed,0.364,0,9,0,1,
1931,25-34,KwaZulu-Natal,Plus,2024-12-29,29,GymScanner,-0.108,0,6,0,1,
1932,45-54,Gauteng,Executive,2024-02-14,42,Phone,1.009,1,11,0,1,
1933,25-34,Gauteng,Classic,2025-07-14,52,Phone,1.518,0,9,0,0,
1934,45-54,Free State,Essential,2024-07-11,27,Mixed,0.604,1,15,0,1,
1935,35-44,Gauteng,Essential,2025-03-11,31,Phone,0.63,1,0,0,0,
1936,45-54,Eastern Cape,Executive,2024-01-17,49,Phone,-0.453,0,9,0,0,
